order_id,customer_id,product,amount,order_date,status,order_year_month
1062,,Mouse,59.0,2026-01-14,pending,2026-01
1063,989.0,Charger,48.0,2025-06-12,completed,2025-06
1064,76.0,Webcam,103.0,2025-04-24,pending,2025-04
1065,81.0,Monitor,394.0,2025-08-03,completed,2025-08
1066,154.0,Keyboard,95.0,2025-06-06,pending,2025-06
1067,307.0,Webcam,76.0,2026-01-29,cancelled,2026-01
1068,14.0,Headphones,147.0,2025-08-03,pending,2025-08
1069,619.0,Keyboard,94.0,2025-09-13,pending,2025-09
1070,697.0,Webcam,85.0,2025-05-11,cancelled,2025-05
1071,727.0,Monitor,417.0,2025-05-03,pending,2025-05
1072,387.0,Keyboard,112.0,2026-02-20,pending,2026-02
1073,402.0,Keyboard,117.0,2025-08-03,completed,2025-08
1074,321.0,Charger,77.0,2026-01-28,refunded,2026-01
1075,663.0,Charger,37.0,2026-01-02,cancelled,2026-01
1076,618.0,USB Cable,1.0,2025-05-14,pending,2025-05
1077,67.0,Monitor,428.0,2025-09-08,completed,2025-09
1078,565.0,Monitor,430.0,2026-01-23,completed,2026-01
1079,584.0,RAM,72.0,2025-10-11,refunded,2025-10
1080,967.0,Headphones,140.0,2026-02-27,cancelled,2026-02
1081,513.0,Monitor,410.0,2025-08-25,refunded,2025-08
1082,720.0,Mouse,36.0,2025-06-09,refunded,2025-06
1083,515.0,Keyboard,66.0,2025-06-14,refunded,2025-06
1084,39.0,Headphones,150.0,2025-12-22,pending,2025-12
1085,641.0,Mouse,75.0,2025-05-05,pending,2025-05
1086,670.0,Keyboard,114.0,2025-12-03,pending,2025-12
1087,747.0,RAM,111.0,2025-05-15,cancelled,2025-05
1088,298.0,USB Cable,39.0,2025-12-17,refunded,2025-12
1089,700.0,Charger,40.0,2025-12-03,pending,2025-12
1090,,Keyboard,101.0,2025-08-26,refunded,2025-08
1091,785.0,Headphones,175.0,2025-04-12,completed,2025-04
1092,174.0,Headphones,150.0,2025-05-01,completed,2025-05
1093,92.0,Mouse,26.0,2025-10-22,refunded,2025-10
1094,263.0,Webcam,91.0,2025-09-14,pending,2025-09
1095,500.0,Laptop,1213.0,2025-10-27,cancelled,2025-10
1096,940.0,Keyboard,93.0,2025-05-20,cancelled,2025-05
1097,322.0,USB Cable,5.0,2025-05-16,refunded,2025-05
1098,897.0,Laptop,1229.0,2025-05-14,completed,2025-05
1099,841.0,SSD,110.0,2025-06-21,pending,2025-06
1100,163.0,RAM,95.0,2025-03-28,completed,2025-03
1101,686.0,Mouse,37.0,2026-01-22,refunded,2026-01
1102,838.0,Webcam,56.0,2025-08-23,completed,2025-08
1103,983.0,Charger,74.0,2025-12-29,refunded,2025-12
1104,325.0,USB Cable,38.0,2025-09-11,refunded,2025-09
1105,118.0,Headphones,169.0,2025-05-14,completed,2025-05
1106,150.0,Monitor,410.0,2025-10-03,completed,2025-10
1107,64.0,USB Cable,50.0,2026-03-06,refunded,2026-03
1108,217.0,Laptop,1250.0,2025-09-12,refunded,2025-09
1109,86.0,Keyboard,69.0,2025-12-13,cancelled,2025-12
1110,730.0,Webcam,105.0,2025-09-02,refunded,2025-09
1111,266.0,Keyboard,118.0,2025-11-15,completed,2025-11
1112,351.0,Headphones,150.0,2025-03-28,pending,2025-03
1113,487.0,SSD,154.0,2025-05-03,pending,2025-05
1114,935.0,RAM,94.0,2025-04-14,completed,2025-04
1115,204.0,Mouse,61.0,2025-11-14,pending,2025-11
1116,962.0,USB Cable,0.0,2025-10-31,pending,2025-10
1117,512.0,USB Cable,7.0,2025-05-26,refunded,2025-05
1118,462.0,Keyboard,105.0,2025-05-21,refunded,2025-05
1119,38.0,Monitor,437.0,2025-08-16,pending,2025-08
1120,171.0,RAM,94.0,2025-08-26,pending,2025-08
1121,,RAM,70.0,2026-03-06,cancelled,2026-03
1122,919.0,Headphones,172.0,2025-09-06,completed,2025-09
1123,467.0,Charger,51.0,2025-12-09,cancelled,2025-12
1124,536.0,USB Cable,7.0,2025-06-26,pending,2025-06
1125,567.0,RAM,80.0,2025-10-19,refunded,2025-10
1126,706.0,Charger,65.0,2025-07-14,cancelled,2025-07
1127,,Mouse,20.0,2025-06-15,completed,2025-06
1128,955.0,Charger,31.0,2026-02-27,refunded,2026-02
1129,558.0,Mouse,55.0,2025-07-01,refunded,2025-07
1130,684.0,Headphones,194.0,2025-04-26,refunded,2025-04
1131,565.0,Charger,32.0,2025-08-09,pending,2025-08
1132,360.0,Webcam,80.0,2026-03-07,refunded,2026-03
1133,230.0,SSD,128.0,2025-12-20,cancelled,2025-12
1134,859.0,Charger,56.0,2025-08-17,pending,2025-08
1135,34.0,Laptop,1191.0,2025-04-13,pending,2025-04
1136,532.0,RAM,90.0,2025-08-14,cancelled,2025-08
1137,441.0,Monitor,425.0,2026-01-19,refunded,2026-01
1138,849.0,Laptop,1241.0,2026-03-16,refunded,2026-03
1139,746.0,Keyboard,90.0,2025-10-31,cancelled,2025-10
1140,102.0,Keyboard,97.0,2025-04-21,completed,2025-04
1141,864.0,Headphones,193.0,2025-12-02,pending,2025-12
1142,96.0,Laptop,1217.0,2025-09-14,completed,2025-09
1143,,RAM,115.0,2025-11-17,completed,2025-11
1144,752.0,Keyboard,94.0,2025-08-19,cancelled,2025-08
1145,228.0,Headphones,152.0,2025-08-10,pending,2025-08
1146,388.0,Headphones,182.0,2025-04-13,completed,2025-04
1147,643.0,Laptop,1230.0,2025-08-06,completed,2025-08
1148,126.0,Mouse,24.0,2025-08-26,cancelled,2025-08
1149,80.0,Webcam,104.0,2025-06-30,cancelled,2025-06
1150,104.0,Webcam,100.0,2025-05-01,completed,2025-05
1151,641.0,Mouse,28.0,2025-08-03,refunded,2025-08
1152,,Webcam,101.0,2026-01-03,pending,2026-01
1153,183.0,RAM,110.0,2025-07-24,completed,2025-07
1154,356.0,Webcam,89.0,2025-06-19,completed,2025-06
1155,949.0,Mouse,27.0,2025-05-22,completed,2025-05
1156,780.0,Keyboard,78.0,2025-05-01,cancelled,2025-05
1157,336.0,Keyboard,79.0,2025-06-09,completed,2025-06
1158,275.0,Headphones,170.0,2025-03-28,pending,2025-03
1159,565.0,Headphones,169.0,2026-02-19,refunded,2026-02
1160,945.0,Monitor,406.0,2025-05-31,pending,2025-05
1161,735.0,Headphones,165.0,2025-06-05,completed,2025-06
1162,320.0,Keyboard,115.0,2026-02-27,pending,2026-02
1163,905.0,Webcam,77.0,2025-06-19,cancelled,2025-06
1164,622.0,Charger,52.0,2025-04-24,pending,2025-04
1165,648.0,Mouse,43.0,2025-10-18,pending,2025-10
1166,260.0,RAM,96.0,2025-04-09,cancelled,2025-04
1167,974.0,SSD,132.0,2026-03-20,refunded,2026-03
1168,331.0,Charger,75.0,2025-09-17,pending,2025-09
1169,673.0,USB Cable,23.0,2025-04-10,pending,2025-04
1170,327.0,Laptop,1235.0,2025-04-27,cancelled,2025-04
1171,330.0,Monitor,425.0,2025-07-14,completed,2025-07
1172,540.0,Monitor,396.0,2026-03-17,cancelled,2026-03
1173,827.0,Mouse,51.0,2025-12-24,refunded,2025-12
1174,833.0,USB Cable,12.0,2026-03-09,pending,2026-03
1175,48.0,Headphones,166.0,2025-09-23,completed,2025-09
1176,335.0,RAM,94.0,2025-07-17,pending,2025-07
1177,660.0,RAM,70.0,2025-08-13,refunded,2025-08
1178,,Laptop,1247.0,2025-08-01,completed,2025-08
1179,482.0,Mouse,68.0,2025-05-10,refunded,2025-05
1180,772.0,USB Cable,25.0,2025-11-25,completed,2025-11
1181,628.0,Laptop,1215.0,2025-07-23,cancelled,2025-07
1182,870.0,Mouse,68.0,2026-02-15,cancelled,2026-02
1183,230.0,Laptop,1242.0,2025-09-24,completed,2025-09
1184,883.0,Charger,39.0,2025-09-23,pending,2025-09
1185,832.0,USB Cable,52.0,2026-01-01,completed,2026-01
1186,266.0,Laptop,1197.0,2025-04-01,completed,2025-04
1187,338.0,RAM,120.0,2026-01-09,refunded,2026-01
1188,142.0,RAM,99.0,2025-09-14,completed,2025-09
1189,772.0,RAM,126.0,2026-02-04,refunded,2026-02
1190,535.0,SSD,125.0,2025-04-06,refunded,2025-04
1191,330.0,Webcam,64.0,2025-05-22,completed,2025-05
1192,85.0,USB Cable,35.0,2025-11-28,pending,2025-11
1193,,Mouse,19.0,2025-04-21,refunded,2025-04
1194,222.0,Webcam,102.0,2025-11-08,refunded,2025-11
1195,214.0,RAM,118.0,2026-03-07,cancelled,2026-03
1196,465.0,Keyboard,119.0,2025-06-16,completed,2025-06
1197,373.0,Charger,53.0,2025-06-10,pending,2025-06
1198,285.0,Charger,35.0,2025-11-28,cancelled,2025-11
1199,105.0,Keyboard,94.0,2025-05-14,completed,2025-05
1200,916.0,Webcam,61.0,2025-12-11,cancelled,2025-12
1201,464.0,USB Cable,16.0,2026-03-22,completed,2026-03
1202,442.0,Monitor,399.0,2025-09-23,refunded,2025-09
1203,55.0,Webcam,67.0,2026-03-22,cancelled,2026-03
1204,750.0,Charger,37.0,2025-11-01,cancelled,2025-11
1205,283.0,SSD,148.0,2025-10-01,refunded,2025-10
1206,52.0,Monitor,397.0,2025-12-30,pending,2025-12
1207,590.0,Headphones,155.0,2025-09-03,completed,2025-09
1208,904.0,RAM,114.0,2025-05-11,refunded,2025-05
1209,752.0,Headphones,171.0,2025-07-08,pending,2025-07
1210,653.0,Headphones,185.0,2025-11-07,cancelled,2025-11
1211,516.0,RAM,100.0,2026-03-03,cancelled,2026-03
1212,175.0,USB Cable,43.0,2025-04-07,completed,2025-04
1213,,Keyboard,65.0,2025-12-09,refunded,2025-12
1214,998.0,Headphones,196.0,2025-11-28,completed,2025-11
1215,10.0,RAM,92.0,2025-06-19,refunded,2025-06
1216,254.0,Webcam,57.0,2026-03-23,completed,2026-03
1217,298.0,Monitor,423.0,2025-11-01,pending,2025-11
1218,103.0,Headphones,191.0,2026-03-09,cancelled,2026-03
1219,559.0,Headphones,182.0,2025-10-17,refunded,2025-10
1220,848.0,USB Cable,19.0,2026-03-22,cancelled,2026-03
1221,878.0,RAM,100.0,2025-04-28,completed,2025-04
1222,656.0,Laptop,1199.0,2025-03-29,refunded,2025-03
1223,146.0,USB Cable,31.0,2025-12-29,completed,2025-12
1224,997.0,Charger,48.0,2025-07-15,pending,2025-07
1225,978.0,Charger,65.0,2026-02-04,completed,2026-02
1226,696.0,SSD,167.0,2026-01-09,refunded,2026-01
1227,180.0,Headphones,198.0,2026-02-14,cancelled,2026-02
1228,428.0,Headphones,159.0,2025-09-22,pending,2025-09
1229,352.0,RAM,77.0,2025-09-06,refunded,2025-09
1230,812.0,USB Cable,18.0,2025-05-25,completed,2025-05
1231,702.0,Keyboard,94.0,2025-07-10,pending,2025-07
1232,572.0,Keyboard,84.0,2025-04-17,refunded,2025-04
1233,16.0,Webcam,52.0,2025-10-21,pending,2025-10
1234,55.0,Webcam,69.0,2025-07-31,completed,2025-07
1235,1.0,Laptop,1206.0,2025-04-19,pending,2025-04
1236,880.0,SSD,152.0,2025-12-09,pending,2025-12
1237,147.0,Monitor,417.0,2025-09-08,completed,2025-09
1238,956.0,USB Cable,15.0,2026-03-19,refunded,2026-03
1239,101.0,Headphones,198.0,2026-03-17,cancelled,2026-03
1240,447.0,USB Cable,51.0,2025-12-28,pending,2025-12
1241,139.0,Charger,60.0,2025-09-01,pending,2025-09
1242,581.0,Webcam,84.0,2026-02-25,pending,2026-02
1243,448.0,Mouse,23.0,2026-03-02,refunded,2026-03
1244,702.0,USB Cable,29.0,2026-03-14,cancelled,2026-03
1245,421.0,Webcam,51.0,2025-09-18,completed,2025-09
1246,774.0,Keyboard,104.0,2025-08-04,cancelled,2025-08
1247,383.0,Keyboard,104.0,2025-07-06,cancelled,2025-07
1248,129.0,Charger,67.0,2025-08-20,completed,2025-08
1249,531.0,Webcam,103.0,2025-11-05,completed,2025-11
1250,666.0,Mouse,36.0,2025-11-28,completed,2025-11
1251,708.0,USB Cable,55.0,2025-09-01,completed,2025-09
1252,524.0,Laptop,1234.0,2025-09-27,pending,2025-09
1253,991.0,Webcam,58.0,2025-11-07,pending,2025-11
1254,159.0,Headphones,180.0,2025-07-16,cancelled,2025-07
1255,,Webcam,89.0,2025-04-23,pending,2025-04
1256,619.0,Mouse,48.0,2025-08-22,completed,2025-08
1257,26.0,SSD,138.0,2025-09-04,refunded,2025-09
1258,415.0,Webcam,61.0,2026-02-08,pending,2026-02
1259,842.0,RAM,113.0,2026-03-21,refunded,2026-03
1260,443.0,Keyboard,105.0,2025-04-08,completed,2025-04
1261,674.0,Monitor,400.0,2026-03-16,pending,2026-03
1262,684.0,Mouse,52.0,2025-04-13,refunded,2025-04
1263,396.0,Mouse,44.0,2026-01-07,refunded,2026-01
1264,291.0,Webcam,80.0,2025-12-05,refunded,2025-12
1265,661.0,RAM,98.0,2025-10-15,completed,2025-10
1266,143.0,Webcam,106.0,2025-05-19,refunded,2025-05
1267,367.0,SSD,164.0,2025-05-01,pending,2025-05
1268,400.0,SSD,114.0,2025-08-08,pending,2025-08
1269,737.0,RAM,91.0,2025-10-18,refunded,2025-10
1270,286.0,Headphones,199.0,2026-01-30,refunded,2026-01
1271,496.0,Charger,55.0,2025-06-13,pending,2025-06
1272,795.0,SSD,126.0,2026-02-06,pending,2026-02
1273,,USB Cable,37.0,2025-11-23,refunded,2025-11
1274,751.0,Keyboard,79.0,2025-07-29,completed,2025-07
1275,696.0,Webcam,70.0,2025-09-11,pending,2025-09
1276,751.0,Monitor,396.0,2025-10-05,pending,2025-10
1277,997.0,Charger,84.0,2026-01-17,completed,2026-01
1278,39.0,Mouse,43.0,2025-05-02,cancelled,2025-05
1279,946.0,Keyboard,85.0,2025-05-28,completed,2025-05
1280,653.0,RAM,105.0,2025-05-02,pending,2025-05
1281,696.0,Headphones,154.0,2026-03-10,pending,2026-03
1282,542.0,Monitor,395.0,2025-08-16,completed,2025-08
1283,209.0,Laptop,1241.0,2025-08-29,pending,2025-08
1284,418.0,RAM,104.0,2025-08-17,completed,2025-08
1285,981.0,SSD,141.0,2025-04-16,pending,2025-04
1286,486.0,SSD,132.0,2025-07-27,cancelled,2025-07
1287,142.0,Mouse,43.0,2025-10-31,refunded,2025-10
1288,583.0,Mouse,23.0,2025-06-09,cancelled,2025-06
1289,53.0,RAM,104.0,2025-12-20,cancelled,2025-12
1290,297.0,Headphones,164.0,2025-05-04,cancelled,2025-05
1291,992.0,Headphones,144.0,2025-09-06,pending,2025-09
1292,513.0,Headphones,165.0,2025-10-09,completed,2025-10
1293,597.0,Webcam,109.0,2026-03-06,cancelled,2026-03
1294,432.0,Headphones,152.0,2025-05-16,cancelled,2025-05
1295,210.0,SSD,162.0,2025-06-10,cancelled,2025-06
1296,900.0,Laptop,1205.0,2025-10-17,refunded,2025-10
1297,927.0,RAM,114.0,2026-03-20,completed,2026-03
1298,427.0,RAM,117.0,2026-01-01,completed,2026-01
1299,133.0,Headphones,186.0,2025-04-15,completed,2025-04
1300,231.0,USB Cable,27.0,2026-01-13,refunded,2026-01
1301,995.0,Monitor,391.0,2026-01-06,completed,2026-01
1302,201.0,SSD,148.0,2026-03-17,refunded,2026-03
1303,566.0,Webcam,53.0,2025-06-10,refunded,2025-06
1304,441.0,Charger,60.0,2025-06-09,pending,2025-06
1305,631.0,USB Cable,22.0,2025-04-01,pending,2025-04
1306,244.0,Monitor,395.0,2025-12-26,completed,2025-12
1307,,SSD,146.0,2025-08-25,completed,2025-08
1308,738.0,Monitor,442.0,2025-06-24,completed,2025-06
1309,185.0,Headphones,142.0,2025-05-27,cancelled,2025-05
1310,251.0,Headphones,148.0,2025-05-14,refunded,2025-05
1311,79.0,Mouse,31.0,2025-07-02,pending,2025-07
1312,366.0,Monitor,418.0,2025-04-22,cancelled,2025-04
1313,300.0,Monitor,423.0,2026-02-06,cancelled,2026-02
1314,107.0,Laptop,1212.0,2025-09-05,refunded,2025-09
1315,287.0,Mouse,28.0,2025-08-24,pending,2025-08
1316,313.0,SSD,123.0,2025-06-10,completed,2025-06
1317,146.0,Laptop,1205.0,2026-02-13,refunded,2026-02
1318,117.0,Laptop,1221.0,2025-05-30,completed,2025-05
1319,308.0,Mouse,18.0,2025-04-12,cancelled,2025-04
1320,20.0,Charger,49.0,2026-02-14,refunded,2026-02
1321,189.0,Charger,59.0,2025-08-27,completed,2025-08
1322,782.0,USB Cable,59.0,2026-03-11,completed,2026-03
1323,345.0,Headphones,191.0,2025-07-10,pending,2025-07
1324,850.0,RAM,97.0,2025-06-04,refunded,2025-06
1325,771.0,Laptop,1241.0,2026-03-03,completed,2026-03
1326,955.0,Headphones,194.0,2025-09-16,refunded,2025-09
1327,788.0,SSD,126.0,2025-10-05,pending,2025-10
1328,947.0,Monitor,398.0,2026-01-04,completed,2026-01
1329,281.0,Mouse,30.0,2026-03-12,cancelled,2026-03
1330,631.0,Headphones,163.0,2025-08-30,cancelled,2025-08
1331,830.0,RAM,70.0,2026-02-21,completed,2026-02
1332,,Headphones,194.0,2025-10-18,pending,2025-10
1333,10.0,Webcam,52.0,2026-01-19,cancelled,2026-01
1334,224.0,Charger,28.0,2025-10-15,completed,2025-10
1335,322.0,Mouse,43.0,2026-02-14,pending,2026-02
1336,266.0,Webcam,58.0,2025-06-04,pending,2025-06
1337,633.0,Laptop,1204.0,2025-12-13,completed,2025-12
1338,519.0,Webcam,87.0,2025-10-21,cancelled,2025-10
1339,63.0,Headphones,156.0,2025-05-15,completed,2025-05
1340,362.0,SSD,155.0,2025-11-22,completed,2025-11
1341,80.0,SSD,138.0,2026-01-19,completed,2026-01
1342,334.0,RAM,93.0,2025-12-17,refunded,2025-12
1343,290.0,Keyboard,66.0,2026-01-20,cancelled,2026-01
1344,999.0,Charger,82.0,2025-12-17,cancelled,2025-12
1345,637.0,Laptop,1200.0,2025-03-29,cancelled,2025-03
1346,934.0,RAM,71.0,2026-02-15,completed,2026-02
1347,524.0,SSD,160.0,2026-02-28,cancelled,2026-02
1348,597.0,Laptop,1232.0,2025-09-22,pending,2025-09
1349,81.0,Mouse,74.0,2025-07-17,pending,2025-07
1350,646.0,SSD,156.0,2026-01-07,refunded,2026-01
1351,900.0,SSD,161.0,2025-11-25,completed,2025-11
1352,533.0,Webcam,70.0,2025-06-28,cancelled,2025-06
1353,933.0,Monitor,411.0,2025-12-13,pending,2025-12
1354,237.0,Webcam,70.0,2026-03-20,completed,2026-03
1355,981.0,Charger,48.0,2026-03-04,completed,2026-03
1356,937.0,USB Cable,41.0,2026-01-31,refunded,2026-01
1357,429.0,Monitor,426.0,2025-11-11,pending,2025-11
1358,932.0,Charger,68.0,2025-11-12,pending,2025-11
1359,350.0,USB Cable,7.0,2025-10-21,completed,2025-10
1360,152.0,RAM,101.0,2025-04-06,pending,2025-04
1361,16.0,Keyboard,72.0,2025-12-21,refunded,2025-12
1362,953.0,Webcam,97.0,2025-05-31,completed,2025-05
1363,442.0,Laptop,1234.0,2025-12-03,pending,2025-12
1364,888.0,SSD,168.0,2026-01-01,refunded,2026-01
1365,412.0,SSD,125.0,2025-10-29,cancelled,2025-10
1366,920.0,USB Cable,37.0,2025-06-11,completed,2025-06
1367,757.0,USB Cable,60.0,2025-06-08,refunded,2025-06
1368,759.0,Charger,43.0,2025-06-01,refunded,2025-06
1369,,RAM,128.0,2025-11-27,completed,2025-11
1370,608.0,USB Cable,43.0,2026-03-08,refunded,2026-03
1371,521.0,RAM,87.0,2025-08-06,completed,2025-08
1372,50.0,RAM,103.0,2025-08-04,refunded,2025-08
1373,776.0,Keyboard,74.0,2025-07-12,completed,2025-07
1374,749.0,Monitor,417.0,2025-07-14,cancelled,2025-07
1375,102.0,USB Cable,18.0,2026-01-17,pending,2026-01
1376,450.0,Monitor,446.0,2025-05-08,pending,2025-05
1377,621.0,Mouse,74.0,2025-09-22,pending,2025-09
1378,212.0,SSD,163.0,2026-03-24,pending,2026-03
1379,983.0,SSD,139.0,2025-08-22,pending,2025-08
1380,27.0,USB Cable,13.0,2025-07-30,cancelled,2025-07
1381,750.0,Webcam,83.0,2026-01-21,pending,2026-01
1382,113.0,Mouse,43.0,2025-08-26,refunded,2025-08
1383,141.0,Headphones,186.0,2026-03-15,completed,2026-03
1384,763.0,Monitor,436.0,2025-07-24,completed,2025-07
1385,283.0,Webcam,90.0,2026-02-26,completed,2026-02
1386,947.0,Laptop,1217.0,2025-09-07,completed,2025-09
1387,326.0,Monitor,443.0,2025-08-07,completed,2025-08
1388,252.0,Keyboard,102.0,2025-10-12,refunded,2025-10
1389,201.0,Headphones,170.0,2025-05-22,pending,2025-05
1390,509.0,Headphones,148.0,2025-08-30,pending,2025-08
1391,529.0,Monitor,390.0,2025-07-06,refunded,2025-07
1392,214.0,Keyboard,67.0,2025-11-20,refunded,2025-11
1393,647.0,RAM,85.0,2025-11-27,cancelled,2025-11
1394,185.0,Headphones,193.0,2025-11-11,pending,2025-11
1395,502.0,Charger,63.0,2025-12-05,cancelled,2025-12
1396,225.0,Mouse,71.0,2026-03-02,cancelled,2026-03
1397,254.0,Charger,32.0,2026-02-18,pending,2026-02
1398,117.0,USB Cable,44.0,2025-04-29,refunded,2025-04
1399,,Webcam,88.0,2025-04-25,refunded,2025-04
1400,275.0,SSD,123.0,2026-01-24,refunded,2026-01
1401,268.0,USB Cable,26.0,2025-04-25,refunded,2025-04
1402,267.0,Laptop,1207.0,2025-03-30,refunded,2025-03
1403,839.0,Laptop,1209.0,2026-02-28,refunded,2026-02
1404,171.0,SSD,123.0,2025-04-30,completed,2025-04
1405,,Keyboard,103.0,2025-12-23,completed,2025-12
1406,389.0,Mouse,64.0,2025-11-07,cancelled,2025-11
1407,567.0,Mouse,56.0,2025-10-09,completed,2025-10
1408,204.0,Keyboard,118.0,2025-11-10,refunded,2025-11
1409,821.0,Keyboard,123.0,2025-09-24,cancelled,2025-09
1410,,Monitor,450.0,2026-01-12,completed,2026-01
1411,963.0,SSD,116.0,2025-11-23,refunded,2025-11
1412,290.0,Headphones,141.0,2026-01-29,pending,2026-01
1413,35.0,Headphones,187.0,2025-06-09,completed,2025-06
1414,411.0,Keyboard,117.0,2026-01-02,cancelled,2026-01
1415,517.0,Charger,26.0,2025-10-11,completed,2025-10
1416,942.0,Keyboard,71.0,2025-05-04,refunded,2025-05
1417,320.0,USB Cable,27.0,2026-01-31,completed,2026-01
1418,103.0,Headphones,181.0,2026-03-06,refunded,2026-03
1419,228.0,Charger,60.0,2025-07-30,cancelled,2025-07
1420,547.0,SSD,139.0,2026-01-08,refunded,2026-01
1421,404.0,USB Cable,48.0,2025-09-09,completed,2025-09
1422,26.0,Charger,74.0,2026-02-19,pending,2026-02
1423,112.0,Headphones,161.0,2025-11-15,pending,2025-11
1424,98.0,SSD,120.0,2026-01-05,pending,2026-01
1425,256.0,Mouse,24.0,2025-08-15,refunded,2025-08
1426,741.0,RAM,118.0,2026-03-02,pending,2026-03
1427,422.0,Headphones,187.0,2026-01-04,cancelled,2026-01
1428,706.0,RAM,108.0,2025-09-25,refunded,2025-09
1429,215.0,SSD,160.0,2025-06-29,refunded,2025-06
1430,668.0,Monitor,410.0,2025-11-20,refunded,2025-11
1431,880.0,Mouse,73.0,2025-07-14,completed,2025-07
1432,131.0,Laptop,1200.0,2026-02-17,completed,2026-02
1433,996.0,Mouse,17.0,2026-02-19,refunded,2026-02
1434,538.0,Webcam,58.0,2025-11-25,refunded,2025-11
1435,446.0,Headphones,186.0,2025-03-25,cancelled,2025-03
1436,381.0,RAM,111.0,2026-02-19,pending,2026-02
1437,210.0,RAM,130.0,2025-04-04,cancelled,2025-04
1438,474.0,Monitor,449.0,2025-04-02,cancelled,2025-04
1439,873.0,Keyboard,94.0,2026-01-07,refunded,2026-01
1440,154.0,Webcam,54.0,2026-01-25,completed,2026-01
1441,711.0,Mouse,49.0,2025-09-29,refunded,2025-09
1442,480.0,RAM,80.0,2025-12-20,completed,2025-12
1443,232.0,USB Cable,40.0,2025-07-18,completed,2025-07
1444,841.0,Charger,62.0,2025-05-25,cancelled,2025-05
1445,957.0,Headphones,175.0,2025-10-19,pending,2025-10
1446,749.0,Monitor,407.0,2025-08-28,pending,2025-08
1447,817.0,SSD,147.0,2025-10-13,refunded,2025-10
1448,,RAM,87.0,2025-08-14,refunded,2025-08
1449,238.0,Monitor,395.0,2025-11-04,pending,2025-11
1450,1.0,USB Cable,4.0,2025-08-14,completed,2025-08
1451,436.0,Webcam,70.0,2025-04-11,cancelled,2025-04
1452,574.0,Charger,49.0,2026-02-28,refunded,2026-02
1453,859.0,SSD,130.0,2025-08-28,completed,2025-08
1454,979.0,Keyboard,125.0,2026-03-02,cancelled,2026-03
1455,574.0,Webcam,81.0,2025-08-13,cancelled,2025-08
1456,446.0,USB Cable,11.0,2025-12-15,completed,2025-12
1457,790.0,USB Cable,46.0,2025-08-18,refunded,2025-08
1458,943.0,Monitor,414.0,2025-07-18,cancelled,2025-07
1459,,Monitor,418.0,2025-05-20,cancelled,2025-05
1460,318.0,USB Cable,6.0,2025-06-16,cancelled,2025-06
1461,14.0,RAM,87.0,2025-12-08,completed,2025-12
1462,408.0,Laptop,1234.0,2025-05-09,cancelled,2025-05
1463,586.0,Laptop,1245.0,2025-05-06,refunded,2025-05
1464,,Keyboard,95.0,2025-10-21,completed,2025-10
1465,916.0,Keyboard,110.0,2025-08-14,pending,2025-08
1466,430.0,Mouse,18.0,2025-12-27,refunded,2025-12
1467,100.0,SSD,127.0,2026-02-22,pending,2026-02
1468,341.0,USB Cable,57.0,2026-01-24,pending,2026-01
1469,967.0,USB Cable,33.0,2025-05-21,completed,2025-05
1470,858.0,Laptop,1194.0,2025-07-20,pending,2025-07
1471,747.0,Headphones,145.0,2025-04-27,pending,2025-04
1472,204.0,SSD,136.0,2025-04-02,pending,2025-04
1473,964.0,Laptop,1209.0,2025-03-28,cancelled,2025-03
1474,478.0,RAM,123.0,2025-12-30,completed,2025-12
1475,120.0,Mouse,26.0,2025-05-19,completed,2025-05
1476,989.0,Laptop,1239.0,2025-11-05,pending,2025-11
1477,384.0,Webcam,55.0,2025-10-08,pending,2025-10
1478,966.0,Monitor,437.0,2026-03-14,pending,2026-03
1479,294.0,Keyboard,82.0,2025-10-19,pending,2025-10
1480,856.0,Monitor,407.0,2025-04-02,pending,2025-04
1481,715.0,Webcam,66.0,2025-12-17,completed,2025-12
1482,358.0,SSD,138.0,2026-03-18,pending,2026-03
1483,395.0,Keyboard,99.0,2025-11-11,pending,2025-11
1484,662.0,Headphones,153.0,2026-01-02,cancelled,2026-01
1485,850.0,Headphones,145.0,2025-05-31,pending,2025-05
1486,33.0,Mouse,48.0,2025-11-17,pending,2025-11
1487,331.0,USB Cable,36.0,2025-06-13,refunded,2025-06
1488,,Mouse,55.0,2025-06-02,cancelled,2025-06
1489,432.0,Webcam,71.0,2026-01-25,cancelled,2026-01
1490,936.0,USB Cable,19.0,2025-12-14,pending,2025-12
1491,23.0,Webcam,101.0,2026-01-13,refunded,2026-01
1492,749.0,Charger,55.0,2025-08-09,pending,2025-08
1493,346.0,Webcam,93.0,2025-06-27,refunded,2025-06
1494,899.0,Monitor,438.0,2025-04-11,completed,2025-04
1495,977.0,RAM,95.0,2025-04-23,completed,2025-04
1496,308.0,RAM,114.0,2025-05-15,pending,2025-05
1497,143.0,Keyboard,107.0,2025-04-01,cancelled,2025-04
1498,93.0,Headphones,190.0,2026-03-19,pending,2026-03
1499,170.0,Webcam,50.0,2026-02-04,pending,2026-02
1500,315.0,Mouse,26.0,2025-05-03,pending,2025-05
1501,742.0,Monitor,420.0,2026-02-26,cancelled,2026-02
1502,103.0,Webcam,85.0,2025-05-07,refunded,2025-05
1503,685.0,Charger,78.0,2025-05-14,refunded,2025-05
1504,99.0,Charger,33.0,2025-06-27,cancelled,2025-06
