order_id,customer_id,product,amount,order_date,status
1232,572,Keyboard,84,2025-04-17,refunded
1233,16,Webcam,52,2025-10-21,pending
1234,55,Webcam,69,2025-07-31,completed
1235,1,Laptop,1206,2025-04-19,pending
1236,880,SSD,152,2025-12-09,pending
1237,147,Monitor,417,2025-09-08,completed
1238,956,USB Cable,15,2026-03-19,refunded
1239,101,Headphones,198,2026-03-17,canceled
1240,447,USB Cable,51,2025-12-28,pending
1241,139,Charger,60,2025-09-01,pending
1242,581,Webcam,84,2026-02-25,pending
1243,448,Mouse,23,2026-03-02,refunded
1244,702,USB Cable,29,2026-03-14,canceled
1245,421,Webcam,51,2025-09-18,completed
1246,774,Keyboard,104,2025-08-04,canceled
1247,383,Keyboard,104,2025-07-06,canceled
1248,129,Charger,67,2025-08-20,completed
1249,531,Webcam,103,2025-11-05,completed
1250,666,Mouse,36,2025-11-28,completed
1251,708,USB Cable,55,2025-09-01,completed
1252,524,Laptop,1234,2025-09-27,pending
1253,991,Webcam,58,2025-11-07,pending
1254,159,Headphones,180,2025-07-16,canceled
1255,,Webcam,89,2025-04-23,pending
1256,619,Mouse,48,2025-08-22,completed
1257,26,SSD,138,2025-09-04,refunded
1258,415,Webcam,61,2026-02-08,pending
1259,842,RAM,113,2026-03-21,refunded
1260,443,Keyboard,105,2025-04-08,completed
1261,674,Monitor,400,2026-03-16,pending
1262,684,Mouse,52,2025-04-13,refunded
1263,396,Mouse,44,2026-01-07,refunded
1264,291,Webcam,,2025-12-05,refunded
1265,661,RAM,98,2025-10-15,completed
1266,143,Webcam,106,2025-05-19,refunded
1267,367,SSD,164,2025-05-01,pending
1268,400,SSD,114,2025-08-08,pending
1269,737,RAM,91,2025-10-18,refunded
1270,286,Headphones,199,2026-01-30,refunded
1271,496,Charger,55,2025-06-13,pending
1272,795,SSD,126,2026-02-06,pending
1273,,USB Cable,37,2025-11-23,refunded
1274,751,Keyboard,79,2025-07-29,completed
1275,696,Webcam,70,2025-09-11,pending
1276,751,Monitor,396,2025-10-05,pending
1277,997,Charger,84,2026-01-17,completed
1278,39,Mouse,43,2025-05-02,canceled
1279,946,Keyboard,85,2025-05-28,completed
1280,653,RAM,105,2025-05-02,pending
1281,696,Headphones,154,2026-03-10,pending
1282,542,Monitor,395,2025-08-16,completed
1283,209,Laptop,1241,2025-08-29,pending
1284,418,RAM,104,2025-08-17,completed
1285,981,SSD,141,2025-04-16,pending
1286,486,SSD,132,2025-07-27,canceled
1287,142,Mouse,43,2025-10-31,refunded
1288,583,Mouse,23,2025-06-09,canceled
1289,53,RAM,104,2025-12-20,canceled
1290,297,Headphones,164,2025-05-04,canceled
1291,992,Headphones,144,2025-09-06,pending
1292,513,Headphones,165,2025-10-09,completed
1293,597,Webcam,109,2026-03-06,canceled
1294,432,Headphones,152,2025-05-16,canceled
1295,210,SSD,162,2025-06-10,canceled
1296,900,Laptop,1205,2025-10-17,refunded
1297,927,RAM,114,2026-03-20,completed
1298,427,RAM,117,2026-01-01,completed
1299,133,Headphones,186,2025-04-15,completed
1300,231,USB Cable,27,2026-01-13,refunded
1301,995,Monitor,391,2026-01-06,completed
1302,201,SSD,148,2026-03-17,refunded
1303,566,Webcam,53,2025-06-10,refunded
1304,441,Charger,60,2025-06-09,pending
1305,631,USB Cable,22,2025-04-01,pending
1306,244,Monitor,395,2025-12-26,completed
1307,,SSD,146,2025-08-25,completed
1308,738,Monitor,442,2025-06-24,completed
1309,185,Headphones,142,2025-05-27,canceled
1310,251,Headphones,148,2025-05-14,refunded
1311,79,Mouse,31,2025-07-02,pending
1312,366,Monitor,418,2025-04-22,canceled
1313,300,Monitor,423,2026-02-06,canceled
1314,107,Laptop,1212,2025-09-05,refunded
1315,287,Mouse,28,2025-08-24,pending
1316,313,SSD,123,2025-06-10,completed
1317,146,Laptop,1205,2026-02-13,refunded
1318,117,Laptop,1221,2025-05-30,completed
1319,308,Mouse,18,2025-04-12,canceled
1320,20,Charger,49,2026-02-14,refunded
1321,189,Charger,59,2025-08-27,completed
1322,782,USB Cable,59,2026-03-11,completed
1323,345,Headphones,191,2025-07-10,pending
1324,850,RAM,97,2025-06-04,refunded
1325,771,Laptop,1241,2026-03-03,completed
1326,955,Headphones,194,2025-09-16,refunded
1327,788,SSD,126,2025-10-05,pending
1328,947,Monitor,398,2026-01-04,completed
1329,281,Mouse,30,2026-03-12,canceled
1330,631,Headphones,163,2025-08-30,canceled
1331,830,RAM,70,2026-02-21,completed
1332,,Headphones,194,2025-10-18,pending
1333,10,Webcam,52,2026-01-19,canceled
1334,224,Charger,28,2025-10-15,completed
1335,322,Mouse,43,2026-02-14,pending
1336,266,Webcam,58,2025-06-04,pending
1337,633,Laptop,1204,2025-12-13,completed
1338,519,Webcam,87,2025-10-21,canceled
1339,63,Headphones,156,2025-05-15,completed
1340,362,SSD,155,2025-11-22,completed
1341,80,SSD,138,2026-01-19,completed
1342,334,RAM,93,2025-12-17,refunded
1343,290,Keyboard,66,2026-01-20,canceled
1344,999,Charger,82,2025-12-17,canceled
1345,637,Laptop,1200,2025-03-29,canceled
1346,934,RAM,71,2026-02-15,completed
1347,524,SSD,160,2026-02-28,canceled
1348,597,Laptop,1232,2025-09-22,pending
1349,81,Mouse,74,2025-07-17,pending
1350,646,SSD,156,2026-01-07,refunded
1351,900,SSD,161,2025-11-25,completed
1352,533,Webcam,70,2025-06-28,canceled
1353,933,Monitor,411,2025-12-13,pending
1354,237,Webcam,70,2026-03-20,completed
1355,981,Charger,48,2026-03-04,completed
1356,937,USB Cable,41,2026-01-31,refunded
1357,429,Monitor,426,2025-11-11,pending
1358,932,Charger,68,2025-11-12,pending
1359,350,USB Cable,7,2025-10-21,completed
1360,152,RAM,101,2025-04-06,pending
1361,16,Keyboard,72,2025-12-21,refunded
1362,953,Webcam,97,2025-05-31,completed
1363,442,Laptop,1234,2025-12-03,pending
1364,888,SSD,168,2026-01-01,refunded
1365,412,SSD,125,2025-10-29,canceled
1366,920,USB Cable,37,2025-06-11,completed
1367,757,USB Cable,60,2025-06-08,refunded
1368,759,Charger,43,2025-06-01,refunded
1369,,RAM,128,2025-11-27,completed
1370,608,USB Cable,43,2026-03-08,refunded
1371,521,RAM,87,2025-08-06,completed
1372,50,RAM,103,2025-08-04,refunded
1373,776,Keyboard,74,2025-07-12,completed
1374,749,Monitor,417,2025-07-14,canceled
1375,102,USB Cable,18,2026-01-17,pending
1376,450,Monitor,446,2025-05-08,pending
1377,621,Mouse,74,2025-09-22,pending
1378,212,SSD,163,2026-03-24,pending
1379,983,SSD,,2025-08-22,pending
1380,27,USB Cable,13,2025-07-30,canceled
1381,750,Webcam,83,2026-01-21,pending
1382,113,Mouse,43,2025-08-26,refunded
1383,141,Headphones,186,2026-03-15,completed
1384,763,Monitor,436,2025-07-24,completed
1385,283,Webcam,90,2026-02-26,completed
1386,947,Laptop,1217,2025-09-07,completed
1387,326,Monitor,443,2025-08-07,completed
1388,252,Keyboard,102,2025-10-12,refunded
1389,201,Headphones,170,2025-05-22,pending
1390,509,Headphones,148,2025-08-30,pending
1391,529,Monitor,390,2025-07-06,refunded
1392,214,Keyboard,67,2025-11-20,refunded
1393,647,RAM,85,2025-11-27,canceled
1394,185,Headphones,193,2025-11-11,pending
1395,502,Charger,63,2025-12-05,canceled
1396,225,Mouse,71,2026-03-02,canceled
1397,254,Charger,32,2026-02-18,pending
1398,117,USB Cable,44,2025-04-29,refunded
1399,,Webcam,88,2025-04-25,refunded
1400,275,SSD,123,2026-01-24,refunded
1401,268,USB Cable,26,2025-04-25,refunded
1402,267,Laptop,1207,2025-03-30,refunded
1403,839,Laptop,1209,2026-02-28,refunded
1404,171,SSD,123,2025-04-30,completed
1405,,Keyboard,103,2025-12-23,completed
1406,389,Mouse,64,2025-11-07,canceled
1407,567,Mouse,56,2025-10-09,completed
1408,204,Keyboard,118,2025-11-10,refunded
1409,821,Keyboard,123,2025-09-24,canceled
1410,,Monitor,450,2026-01-12,completed
1411,963,SSD,116,2025-11-23,refunded
1412,290,Headphones,141,2026-01-29,pending
1413,35,Headphones,187,2025-06-09,completed
1414,411,Keyboard,117,2026-01-02,canceled
1415,517,Charger,26,2025-10-11,completed
1416,942,Keyboard,71,2025-05-04,refunded
1417,320,USB Cable,27,2026-01-31,completed
1418,103,Headphones,181,2026-03-06,refunded
1419,228,Charger,60,2025-07-30,canceled
1420,547,SSD,,2026-01-08,refunded
1421,404,USB Cable,48,2025-09-09,completed
1422,26,Charger,74,2026-02-19,pending
1423,112,Headphones,161,2025-11-15,pending
1424,98,SSD,120,2026-01-05,pending
1425,256,Mouse,24,2025-08-15,refunded
1426,741,RAM,118,2026-03-02,pending
1427,422,Headphones,187,2026-01-04,canceled
1428,706,RAM,108,2025-09-25,refunded
1429,215,SSD,160,2025-06-29,refunded
1430,668,Monitor,410,2025-11-20,refunded
1431,880,Mouse,73,2025-07-14,completed
1432,131,Laptop,1200,2026-02-17,completed
1433,996,Mouse,17,2026-02-19,refunded
1434,538,Webcam,58,2025-11-25,refunded
1435,446,Headphones,186,2025-03-25,canceled
1436,381,RAM,111,2026-02-19,pending
1437,210,RAM,130,2025-04-04,canceled
1438,474,Monitor,449,2025-04-02,canceled
1439,873,Keyboard,,2026-01-07,refunded
1440,154,Webcam,54,2026-01-25,completed
1441,711,Mouse,49,2025-09-29,refunded
1442,480,RAM,80,2025-12-20,completed
1443,232,USB Cable,40,2025-07-18,completed
1444,841,Charger,62,2025-05-25,canceled
1445,957,Headphones,175,2025-10-19,pending
1446,749,Monitor,407,2025-08-28,pending
1447,817,SSD,147,2025-10-13,refunded
1448,,RAM,87,2025-08-14,refunded
1449,238,Monitor,395,2025-11-04,pending
1450,1,USB Cable,4,2025-08-14,completed
1451,436,Webcam,70,2025-04-11,canceled
1452,574,Charger,49,2026-02-28,refunded
1453,859,SSD,130,2025-08-28,completed
1454,979,Keyboard,125,2026-03-02,canceled
1455,574,Webcam,81,2025-08-13,canceled
1456,446,USB Cable,11,2025-12-15,completed
1457,790,USB Cable,46,2025-08-18,refunded
1458,943,Monitor,414,2025-07-18,canceled
1459,,Monitor,418,2025-05-20,canceled
1460,318,USB Cable,6,2025-06-16,canceled
1461,14,RAM,87,2025-12-08,completed
1462,408,Laptop,1234,2025-05-09,canceled
1463,586,Laptop,1245,2025-05-06,refunded
1464,,Keyboard,95,2025-10-21,completed
1465,916,Keyboard,110,2025-08-14,pending
1466,430,Mouse,18,2025-12-27,refunded
1467,100,SSD,127,2026-02-22,pending
1468,341,USB Cable,57,2026-01-24,pending
1469,967,USB Cable,33,2025-05-21,completed
1470,858,Laptop,1194,2025-07-20,pending
1471,747,Headphones,145,2025-04-27,pending
1472,204,SSD,136,2025-04-02,pending
1473,964,Laptop,1209,2025-03-28,canceled
1474,478,RAM,123,2025-12-30,completed
1475,120,Mouse,26,2025-05-19,completed
1476,989,Laptop,1239,2025-11-05,pending
1477,384,Webcam,55,2025-10-08,pending
1478,966,Monitor,437,2026-03-14,pending
1479,294,Keyboard,82,2025-10-19,pending
1480,856,Monitor,407,2025-04-02,pending
1481,715,Webcam,66,2025-12-17,completed
1482,358,SSD,138,2026-03-18,pending
1483,395,Keyboard,99,2025-11-11,pending
1484,662,Headphones,153,2026-01-02,canceled
1485,850,Headphones,145,2025-05-31,pending
1486,33,Mouse,48,2025-11-17,pending
1487,331,USB Cable,36,2025-06-13,refunded
1488,,Mouse,55,2025-06-02,canceled
1489,432,Webcam,71,2026-01-25,canceled
1490,936,USB Cable,19,2025-12-14,pending
1491,23,Webcam,101,2026-01-13,refunded
1492,749,Charger,55,2025-08-09,pending
1493,346,Webcam,93,2025-06-27,refunded
1494,899,Monitor,438,2025-04-11,completed
1495,977,RAM,95,2025-04-23,completed
1496,308,RAM,114,2025-05-15,pending
1497,143,Keyboard,107,2025-04-01,canceled
1498,93,Headphones,190,2026-03-19,pending
1499,170,Webcam,50,2026-02-04,pending
1500,315,Mouse,26,2025-05-03,pending
1501,742,Monitor,,2026-02-26,canceled
1502,103,Webcam,85,2025-05-07,refunded
1503,685,Charger,78,2025-05-14,refunded
1504,99,Charger,33,2025-06-27,canceled
1505,792,USB Cable,57,2025-05-29,canceled
1506,435,RAM,95,2025-04-21,completed
1507,994,RAM,71,2026-01-27,pending
1508,,USB Cable,23,2026-02-21,canceled
1509,614,Charger,83,2025-06-08,completed
1510,193,Laptop,1203,2025-04-29,canceled
1511,670,Keyboard,92,2026-01-09,pending
1512,841,Webcam,52,2025-08-22,canceled
1513,168,Charger,68,2025-09-18,completed
1514,,Mouse,56,2025-11-07,refunded
1515,,Keyboard,101,2025-06-08,refunded
1516,670,Charger,52,2025-08-24,completed
1517,650,Mouse,53,2026-02-12,refunded
1518,730,USB Cable,54,2025-11-10,canceled
1519,435,SSD,158,2025-09-05,refunded
1520,8,USB Cable,60,2025-05-21,canceled
1521,746,Webcam,77,2025-07-11,completed
1522,889,Webcam,79,2026-02-17,canceled
1523,379,Headphones,167,2025-11-20,canceled
1524,25,SSD,127,2025-11-10,pending
1525,458,USB Cable,19,2026-01-30,completed
1526,38,SSD,157,2025-05-05,refunded
1527,97,Keyboard,111,2025-07-27,pending
1528,282,USB Cable,29,2025-07-28,pending
1529,955,SSD,146,2026-03-23,refunded
1530,40,Keyboard,103,2025-10-29,completed
1531,,USB Cable,59,2025-03-25,canceled
1532,974,Headphones,186,2025-09-30,completed
1533,120,Monitor,426,2025-06-25,canceled
1534,553,Monitor,434,2025-05-07,completed
1535,779,Charger,42,2025-10-31,pending
1536,620,Charger,83,2025-10-06,pending
1537,417,Monitor,391,2025-09-29,refunded
1538,474,RAM,120,2025-12-27,canceled
1539,727,USB Cable,14,2025-06-11,completed
1540,624,Webcam,87,2025-08-04,refunded
1541,399,Webcam,109,2026-02-15,completed
1542,843,Webcam,59,2025-04-03,refunded
1543,546,Keyboard,108,2025-05-13,refunded
1544,873,RAM,75,2025-04-23,refunded
1545,213,SSD,133,2025-12-02,canceled
1546,691,Webcam,51,2025-05-09,pending
1547,,RAM,97,2025-07-02,refunded
1548,997,Headphones,175,2025-06-04,refunded
1549,551,Keyboard,89,2025-04-26,completed
1550,114,RAM,88,2025-12-08,pending
1551,753,Charger,60,2025-11-17,refunded
1552,923,RAM,87,2025-09-10,canceled
1553,681,USB Cable,32,2026-01-14,refunded
1554,775,Webcam,68,2025-08-30,refunded
1555,410,Headphones,140,2026-03-05,canceled
1556,700,Mouse,39,2026-02-24,refunded
1557,652,Laptop,1229,2025-06-23,pending
1558,83,RAM,106,2025-06-04,refunded
1559,256,Keyboard,101,2026-01-27,refunded
1560,24,RAM,126,2025-12-11,refunded
1561,871,Keyboard,94,2026-03-11,canceled
1562,484,Monitor,410,2025-04-30,pending
1563,212,RAM,99,2026-01-08,refunded
1564,248,Keyboard,94,2025-10-25,completed
1565,894,Keyboard,80,2025-05-23,refunded
1566,767,Laptop,1233,2025-06-07,refunded
1567,883,Charger,29,2025-12-13,refunded
1568,551,Mouse,60,2025-08-29,completed
1569,62,Headphones,191,2025-09-03,refunded
1570,41,USB Cable,25,2025-10-28,refunded
1571,150,Headphones,188,2025-07-01,completed
1572,673,USB Cable,9,2025-07-18,pending
1573,100,USB Cable,41,2025-05-02,completed
1574,771,Monitor,438,2025-08-11,canceled
1575,339,Webcam,94,2025-06-05,canceled
1576,780,Keyboard,74,2025-07-31,canceled
1577,578,USB Cable,45,2026-02-15,canceled
1578,582,Headphones,170,2026-01-17,refunded
1579,825,Keyboard,74,2025-09-04,canceled
1580,234,Laptop,1244,2026-02-12,pending
1581,13,Headphones,163,2026-03-09,refunded
1582,996,USB Cable,41,2025-06-24,pending
1583,536,USB Cable,24,2025-08-20,refunded
1584,494,Keyboard,,2025-10-31,refunded
1585,351,Monitor,409,2026-02-08,pending
1586,797,Mouse,56,2026-03-06,pending
1587,935,Laptop,1243,2025-10-04,pending
1588,34,Charger,65,2025-08-16,completed
1589,278,SSD,144,2025-05-04,completed
1590,581,SSD,125,2026-01-14,pending
1591,707,Monitor,404,2025-08-28,refunded
1592,273,SSD,127,2025-05-31,completed
1593,940,Mouse,72,2025-06-21,pending
1594,234,Monitor,427,2025-06-10,refunded
1595,801,Laptop,1210,2025-08-07,completed
1596,86,Webcam,62,2025-05-16,completed
1597,499,Headphones,176,2025-07-17,completed
1598,115,Webcam,99,2025-03-27,pending
1599,774,Webcam,50,2025-11-30,canceled
1600,505,Keyboard,86,2025-12-11,refunded
1601,307,Headphones,195,2025-06-10,pending
1602,516,Headphones,180,2025-10-17,refunded
1603,187,Webcam,50,2025-07-19,canceled
1604,508,Keyboard,76,2025-06-17,completed
1605,97,Webcam,71,2025-04-17,pending
1606,238,Monitor,409,2025-07-05,canceled
1607,106,Headphones,199,2025-06-09,pending
1608,161,Monitor,439,2025-06-11,refunded
1609,625,Keyboard,85,2025-10-15,refunded
1610,799,Headphones,154,2025-12-11,canceled
1611,311,USB Cable,9,2026-03-05,canceled
1612,764,USB Cable,28,2026-01-13,canceled
1613,428,Laptop,1238,2025-11-24,refunded
1614,662,Keyboard,,2025-10-20,canceled
1615,214,Headphones,158,2025-11-15,canceled
1616,392,USB Cable,35,2025-11-28,pending
1617,451,Headphones,146,2025-08-30,completed
1618,492,RAM,100,2026-01-15,completed
1619,983,Webcam,65,2025-06-04,canceled
1620,61,Mouse,18,2025-04-11,canceled
1621,946,Headphones,147,2025-09-20,refunded
1622,333,Charger,77,2025-04-10,pending
1623,588,Monitor,425,2025-07-02,completed
1624,560,Headphones,175,2025-05-06,canceled
1625,789,Mouse,70,2025-09-05,canceled
1626,792,Webcam,97,2025-10-30,pending
1627,472,USB Cable,21,2025-10-26,pending
1628,262,RAM,117,2025-06-18,completed
1629,438,Charger,76,2025-03-31,refunded
1630,62,SSD,133,2025-03-30,completed
1631,983,SSD,165,2026-01-04,canceled
1632,589,USB Cable,40,2025-10-20,completed
1633,998,SSD,159,2025-03-25,completed
1634,867,Mouse,51,2025-09-09,refunded
1635,770,Mouse,64,2025-05-10,refunded
1636,911,Keyboard,106,2026-03-12,canceled
1637,348,Webcam,83,2025-04-06,refunded
1638,301,Laptop,,2025-10-05,refunded
1639,438,Keyboard,81,2025-10-03,pending
1640,546,Webcam,91,2025-07-25,pending
1641,364,RAM,79,2025-03-29,pending
1642,186,Mouse,16,2025-09-11,completed
1643,978,Mouse,35,2026-01-21,canceled
1644,207,Headphones,150,2025-08-22,refunded
1645,942,Monitor,439,2025-07-12,canceled
1646,968,Webcam,57,2025-07-18,refunded
1647,875,Monitor,414,2025-07-28,completed
1648,211,Charger,62,2025-04-22,completed
1649,936,RAM,116,2026-01-01,completed
1650,964,Webcam,97,2025-09-20,canceled
1651,196,Monitor,395,2025-04-10,canceled
1652,968,Webcam,51,2025-07-11,completed
1653,985,Mouse,37,2026-03-19,canceled
1654,445,Headphones,154,2025-09-20,completed
1655,897,Webcam,51,2025-11-13,canceled
1656,,Keyboard,119,2026-02-20,pending
1657,532,Keyboard,73,2026-01-26,refunded
1658,822,Monitor,445,2026-03-02,canceled
1659,162,Charger,36,2025-04-30,pending
1660,,Keyboard,88,2025-06-13,completed
1661,209,Headphones,165,2026-01-20,canceled
1662,329,Laptop,1240,2025-05-13,completed
1663,36,Keyboard,123,2026-03-22,refunded
1664,613,SSD,120,2026-02-02,pending
1665,229,Mouse,41,2025-12-14,completed
1666,426,SSD,138,2025-06-14,pending
1667,1,Headphones,170,2025-04-25,refunded
1668,331,SSD,133,2025-12-14,completed
1669,873,RAM,82,2026-01-15,pending
1670,965,Keyboard,79,2026-01-16,completed
1671,290,RAM,76,2025-10-06,pending
1672,676,Headphones,161,2025-03-25,refunded
1673,592,Headphones,188,2025-11-30,pending
1674,149,RAM,117,2025-04-12,completed
1675,,Laptop,1240,2026-02-10,pending
1676,650,Laptop,1243,2025-04-08,pending
1677,586,Webcam,80,2025-04-10,canceled
1678,995,RAM,95,2025-07-13,refunded
1679,270,SSD,138,2025-06-28,completed
1680,527,USB Cable,21,2025-11-30,pending
1681,500,SSD,139,2026-01-07,completed
1682,,Headphones,144,2025-08-09,canceled
1683,557,Keyboard,71,2025-12-04,pending
1684,124,SSD,155,2026-02-25,canceled
1685,464,Charger,60,2025-10-23,completed
1686,187,Charger,77,2025-05-06,pending
1687,795,Laptop,1202,2025-07-18,canceled
1688,577,SSD,143,2025-05-17,completed
1689,236,SSD,120,2025-10-23,canceled
1690,651,RAM,84,2026-01-29,pending
1691,435,Monitor,407,2026-02-14,completed
1692,304,Charger,82,2025-11-12,refunded
1693,140,Headphones,140,2025-11-23,completed
1694,320,Monitor,449,2025-09-30,completed
1695,148,Webcam,102,2025-06-20,pending
1696,974,Monitor,415,2025-09-14,pending
1697,199,Monitor,443,2025-09-19,canceled
1698,283,Keyboard,122,2025-07-04,refunded
1699,968,Keyboard,78,2025-12-31,refunded
1700,336,Laptop,1230,2025-09-16,completed
1701,791,RAM,100,2025-04-26,pending
1702,128,SSD,157,2025-12-29,refunded
1703,773,USB Cable,56,2025-12-09,canceled
1704,859,Headphones,147,2025-07-31,refunded
1705,727,Webcam,98,2026-01-23,canceled
1706,750,RAM,108,2025-06-20,canceled
1707,507,Charger,51,2025-11-15,completed
1708,287,Headphones,197,2026-01-31,canceled
1709,683,Headphones,,2025-12-03,completed
1710,498,Monitor,427,2025-04-20,refunded
1711,273,Mouse,64,2025-09-21,refunded
1712,385,RAM,103,2025-06-09,refunded
1713,859,Mouse,51,2025-11-24,completed
1714,370,RAM,113,2025-09-11,refunded
1715,41,USB Cable,41,2025-08-11,refunded
1716,536,Laptop,1250,2025-09-18,refunded
1717,797,Charger,67,2025-07-26,completed
1718,646,USB Cable,6,2026-01-15,canceled
1719,747,Webcam,104,2025-12-27,canceled
1720,361,Monitor,407,2025-09-28,refunded
1721,716,Headphones,189,2025-07-16,pending
1722,561,USB Cable,47,2026-03-04,refunded
1723,177,Webcam,104,2025-12-08,completed
1724,758,Monitor,410,2025-11-18,canceled
1725,655,Charger,45,2026-01-28,refunded
1726,208,Headphones,194,2025-05-01,refunded
1727,918,USB Cable,48,2025-05-10,pending
1728,115,Monitor,427,2026-02-22,canceled
1729,574,Headphones,188,2025-08-12,pending
1730,204,Mouse,20,2025-09-05,refunded
1731,349,SSD,132,2025-11-06,refunded
1732,866,Headphones,179,2025-06-06,completed
1733,846,Laptop,1205,2025-08-17,pending
1734,507,Monitor,443,2025-04-18,pending
1735,664,Monitor,399,2025-08-25,completed
1736,879,RAM,100,2025-11-30,refunded
1737,582,Monitor,416,2026-03-07,pending
1738,643,RAM,126,2025-10-21,refunded
1739,373,Headphones,167,2025-04-30,canceled
1740,241,USB Cable,34,2025-09-08,canceled
1741,330,Monitor,440,2025-05-02,pending
1742,520,Webcam,84,2025-05-03,canceled
1743,234,USB Cable,45,2025-03-30,pending
1744,55,Webcam,89,2025-09-08,refunded
1745,977,Keyboard,66,2025-06-29,refunded
1746,356,Webcam,105,2025-09-14,pending
1747,978,Headphones,176,2025-10-04,canceled
1748,731,RAM,101,2025-07-30,refunded
1749,406,Monitor,432,2025-05-06,refunded
1750,312,USB Cable,14,2025-10-11,refunded
1751,698,RAM,90,2025-07-31,completed
1752,773,USB Cable,37,2025-06-09,completed
1753,66,SSD,136,2025-08-16,pending
1754,616,Keyboard,118,2025-08-28,pending
1755,747,Mouse,36,2025-07-24,completed
1756,718,Charger,76,2025-09-01,refunded
1757,868,USB Cable,11,2025-08-06,completed
1758,441,Headphones,171,2025-04-10,completed
1759,233,USB Cable,41,2025-08-11,completed
1760,537,Headphones,141,2026-02-26,completed
1761,383,Mouse,25,2025-06-02,completed
1762,5,USB Cable,24,2025-06-01,canceled
1763,577,USB Cable,54,2025-05-27,completed
1764,636,Webcam,61,2025-07-02,pending
1765,700,Keyboard,103,2025-11-01,canceled
1766,724,Keyboard,97,2025-09-29,pending
1767,638,Laptop,1249,2025-05-02,completed
1768,299,Mouse,37,2025-04-11,pending
1769,103,Webcam,62,2025-06-23,pending
1770,961,Webcam,109,2025-05-03,refunded
1771,685,SSD,114,2025-05-05,canceled
1772,984,Webcam,62,2026-02-14,refunded
1773,944,Webcam,101,2025-10-20,completed
1774,671,USB Cable,58,2025-06-19,refunded
1775,290,USB Cable,8,2025-10-04,refunded
1776,642,Charger,50,2025-07-02,refunded
1777,504,Mouse,35,2026-02-10,refunded
1778,806,Headphones,189,2025-12-05,completed
1779,970,Mouse,34,2025-08-19,pending
1780,548,Laptop,1193,2025-08-14,canceled
1781,551,Laptop,1242,2025-06-12,refunded
1782,183,SSD,133,2026-01-19,completed
1783,973,Keyboard,122,2025-12-02,pending
1784,209,Webcam,63,2025-09-21,completed
1785,922,Mouse,,2025-05-25,canceled
1786,834,USB Cable,11,2025-06-06,refunded
1787,858,Charger,27,2025-11-12,pending
1788,685,Headphones,196,2025-12-07,refunded
1789,,Headphones,153,2025-07-07,canceled
1790,844,Charger,49,2025-03-25,canceled
1791,798,Webcam,66,2025-05-30,completed
1792,713,Webcam,58,2026-02-19,pending
1793,163,Webcam,54,2025-11-06,pending
1794,758,Headphones,183,2025-12-19,refunded
1795,877,RAM,86,2026-01-30,completed
1796,907,Monitor,450,2025-11-30,completed
1797,131,SSD,112,2025-05-25,refunded
1798,39,Charger,36,2025-11-28,completed
1799,248,Charger,64,2025-05-23,canceled
1800,612,Laptop,1232,2025-07-23,pending
1801,45,RAM,70,2025-09-06,pending
1802,944,Keyboard,87,2026-03-11,refunded
1803,401,Charger,34,2025-11-22,canceled
1804,643,Monitor,411,2025-08-27,refunded
1805,864,Monitor,428,2025-03-31,canceled
1806,988,USB Cable,3,2026-03-15,completed
1807,548,Laptop,1229,2026-02-09,pending
1808,,Keyboard,122,2025-05-25,completed
1809,4,RAM,73,2025-12-27,refunded
1810,230,Laptop,,2025-03-27,completed
1811,488,RAM,111,2025-07-30,refunded
1812,461,Monitor,433,2025-09-13,refunded
1813,652,Webcam,80,2025-03-24,pending
1814,230,Keyboard,83,2026-02-06,pending
1815,264,Keyboard,88,2025-09-12,completed
1816,44,Webcam,76,2025-04-09,pending
1817,642,USB Cable,13,2025-03-30,refunded
1818,752,Webcam,78,2025-11-27,refunded
1819,682,Charger,33,2025-07-08,pending
1820,583,Monitor,450,2025-06-15,canceled
1821,783,Charger,48,2025-09-24,canceled
1822,112,SSD,151,2025-12-25,refunded
1823,794,RAM,96,2026-01-01,completed
1824,912,Keyboard,107,2025-04-29,refunded
1825,966,Webcam,51,2026-01-12,pending
1826,280,RAM,119,2025-07-24,pending
1827,821,Monitor,399,2025-09-19,refunded
1828,757,Keyboard,113,2025-07-30,refunded
1829,628,SSD,157,2025-10-09,completed
1830,88,Laptop,1190,2025-11-21,completed
1831,954,USB Cable,12,2025-06-24,pending
1832,68,USB Cable,39,2025-09-07,canceled
1833,487,USB Cable,45,2026-01-20,pending
1834,576,Keyboard,122,2025-07-12,pending
1835,933,RAM,96,2025-07-24,pending
1836,717,Headphones,184,2025-09-29,pending
1837,151,Webcam,56,2025-11-22,completed
1838,389,Webcam,60,2026-02-03,completed
1839,,Webcam,87,2026-01-26,pending
1840,504,RAM,92,2025-09-17,canceled
1841,71,Keyboard,73,2025-06-30,canceled
1842,114,Monitor,430,2025-09-30,canceled
1843,806,Mouse,,2025-11-13,refunded
1844,428,Keyboard,88,2025-05-17,canceled
1845,533,Laptop,1221,2025-08-21,canceled
1846,245,Headphones,156,2025-06-12,refunded
1847,280,Webcam,92,2026-03-22,completed
1848,893,RAM,70,2025-08-01,completed
1849,482,Charger,49,2025-04-04,completed
1850,385,USB Cable,23,2025-10-21,refunded
1851,966,USB Cable,46,2025-12-03,canceled
1852,274,Mouse,73,2025-08-28,refunded
1853,683,USB Cable,55,2025-06-07,completed
1854,781,Mouse,30,2025-04-25,completed
